
Tue 2009/09/15 15:00:42.592  (Trace)	|>>>|javawsApplicationMain|WorldPhotoScatter|in setUpWorld()
Tue 2009/09/15 15:00:43.386  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.387  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.685
Tue 2009/09/15 15:00:43.389  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.66
Tue 2009/09/15 15:00:43.417  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.418  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.419  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.421  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.493
Tue 2009/09/15 15:00:43.422  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.815
Tue 2009/09/15 15:00:43.451  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.452  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.453  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.454  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.378
Tue 2009/09/15 15:00:43.455  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.888
Tue 2009/09/15 15:00:43.484  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.485  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.486  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.487  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.332
Tue 2009/09/15 15:00:43.488  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.913
Tue 2009/09/15 15:00:43.517  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.519  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.520  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.521  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.522  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.551  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.552  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.553  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.554  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.555  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.585  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.586  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.587  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.589  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.590  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.618  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.619  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.621  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.622  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.623  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.653  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.655  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.656  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.657  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.658  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.685  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.686  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.687  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.688  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.690  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.718  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.720  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.721  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.722  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.723  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.752  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.753  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.754  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.755  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.756  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.785  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.786  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.787  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.788  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.789  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.819  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.820  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.821  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.822  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.33
Tue 2009/09/15 15:00:43.823  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.915
Tue 2009/09/15 15:00:43.853  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.854  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.855  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.857  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.315
Tue 2009/09/15 15:00:43.858  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.808
Tue 2009/09/15 15:00:43.886  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.887  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.888  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.889  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.315
Tue 2009/09/15 15:00:43.890  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.758
Tue 2009/09/15 15:00:43.920  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.921  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.922  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.923  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.323
Tue 2009/09/15 15:00:43.924  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.728
Tue 2009/09/15 15:00:43.953  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.954  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.956  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
Tue 2009/09/15 15:00:43.957  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_x|0.362
Tue 2009/09/15 15:00:43.958  (Debug)	|---|AWT-EventQueue-0|GeomPhotoScatterFBO|light1_y|0.693
Tue 2009/09/15 15:00:43.986  (Debug)	|   |AWT-EventQueue-0|GeomPhotoScatterFBO|in GeomPhotoScatterFBO.draw() : texture is valid

Tue 2009/09/15 15:00:43.988  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|in applyFBO()

Tue 2009/09/15 15:00:43.989  (Trace)	|>>>|AWT-EventQueue-0|TextureFBOScatter|out applyFBO()
